label,time,step,c0,kind,h,kappa,dt,compacton_speed,max_ahead_HP_over_h2,best_fit_relL2,best_fit_corr,best_fit_A_over_h2,best_fit_center_ahead
kappa20p5,9.678048780487805,9920,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.14610121235017337,0.7563838052967338,0.6541280754445818,0.10350534434976416,3.4488221645894015
kappa20p5,9.697560975609756,9940,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.11386539101025951,0.9010709680842165,0.4336716620621787,0.0671233365122927,1.530879741746439
kappa20p5,9.717073170731707,9960,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.10501289304506672,0.8277572495953311,0.5610863888407672,0.06662053297378835,3.3897484013680312
kappa20p5,9.736585365853658,9980,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.12147092048528178,0.8148010872164573,0.5797406215462906,0.06834270432736052,3.3956655314247506
kappa20p5,9.75609756097561,10000,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.12435322793260391,0.8566663576896691,0.5158708671777423,0.06443355831094431,3.4216657712055145
kappa20p5,9.77560975609756,10020,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.12999773538786283,0.8802671641270787,0.4744783659553621,0.06816926434606539,3.442937611957401
kappa20p5,9.795121951219512,10040,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16097798792893245,0.8626379048987611,0.5058219499308784,0.09280661966107961,3.461575780106486
kappa20p5,9.814634146341463,10060,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.13194760450645113,0.9185359653475438,0.3953374259579475,0.06699325205577433,2.1380728946344725
kappa20p5,9.834146341463414,10080,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.149976603308105,0.7183069919923218,0.6957262861606872,0.1256556465616476,3.4113321564359893
kappa20p5,9.853658536585366,10100,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.21375519079847113,0.7430510708531753,0.6692347167503709,0.1368349517041649,3.4416959035842254
kappa20p5,9.873170731707317,10120,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.11683241984651964,0.8255367175582023,0.5643484100830168,0.09094758142738951,3.3486213603090214
kappa20p5,9.892682926829268,10140,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.13687908251630512,0.7619740603799141,0.6476075442026189,0.10013889701413288,3.381667513012154
kappa20p5,9.91219512195122,10160,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.13693114194908218,0.7830439033049552,0.6219664343812616,0.09812926726915537,3.3968297778797094
kappa20p5,9.93170731707317,10180,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.13136903347537068,0.7828021439917268,0.6222706833540814,0.1105220996124733,3.41800006297521
kappa20p5,9.951219512195122,10200,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.14809353493533592,0.9107918889519071,0.4128657590784404,0.06877746878077358,1.5273190668132308
kappa20p5,9.970731707317073,10220,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.13003689214035,0.9138815381692291,0.40598095299341797,0.06745745178552331,1.5381555919244967
kappa20p5,9.990243902439024,10240,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16172007960795345,0.9099510507557763,0.4147156679322095,0.06845425119121867,0.647181340401966
kappa20p5,10.009756097560976,10260,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15534906166479903,0.9134943312117181,0.40685145550195106,0.06735410139456793,1.5656630097362765
kappa20p5,10.029268292682927,10280,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1771633067404419,0.9169816488059779,0.3989293869258946,0.06372932927598329,1.4260766085232142
kappa20p5,10.048780487804878,10300,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16413391677309339,0.9070649434986572,0.42099072231556117,0.06717172396812836,1.4348524428564708
kappa20p5,10.06829268292683,10320,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.17255983052517465,0.9000713988992011,0.4357424432891929,0.07127124439781708,1.4500281830773005
kappa20p5,10.08780487804878,10340,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1453885370417424,0.8915760324234931,0.45287103948914914,0.07610499331507764,1.4680366814419337
kappa20p5,10.107317073170732,10360,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15030061406686313,0.8958065241901256,0.44444422734287564,0.07265859839694505,1.4820898546134629
kappa20p5,10.126829268292683,10380,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1578274464296555,0.8575043617205926,0.5144766949339487,0.11480328815393387,3.4398736554591665
kappa20p5,10.146341463414634,10400,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16323239298610367,0.9129400823390369,0.4080936241339633,0.07087905011668567,1.5115723555615617
kappa20p5,10.165853658536586,10420,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.16977559644225443,0.8967560342933113,0.4425252704180103,0.06516022035712907,0.600253382904782
kappa20p5,10.185365853658537,10440,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.15051785626092828,0.887027389458683,0.4617168075239566,0.06724953332609708,0.6084865472038281
