n_fit,A,A_over_h2,profile_relL2,correlation,center_index,method,label,packet,t,window_half_cells
522.9808869780777,-5.144802719086787e-05,0.12862006797716966,0.0002658606803832944,0.9999999646590486,2522.2308869780777,pade8,Pade-8,II,18.7,20
530.7581525283447,-5.144802715716468e-05,0.1286200678929117,0.0002658585513000345,0.9999999646596148,2532.508152528345,pade8,Pade-8,II,18.75,20
538.5354181504463,-5.144802694013522e-05,0.12862006735033804,0.0002658686241449857,0.9999999646569365,2542.7854181504463,pade8,Pade-8,II,18.8,20
546.3126836652211,-5.144802784095681e-05,0.128620069602392,0.0002658525183823802,0.9999999646612182,2553.062683665221,pade8,Pade-8,II,18.85,20
554.0899491520634,-5.144802810934755e-05,0.12862007027336889,0.000265856155284779,0.9999999646602515,2563.339949152063,pade8,Pade-8,II,18.9,20
561.8672147614325,-5.144802779534082e-05,0.12862006948835203,0.00026585609909337367,0.9999999646602666,2573.6172147614325,pade8,Pade-8,II,18.95,20
569.6444802446993,-5.144802739853417e-05,0.12862006849633542,0.0002658589603992693,0.9999999646595059,2583.8944802446995,pade8,Pade-8,II,19.0,20
577.4217458433204,-5.1448027456412394e-05,0.12862006864103098,0.0002658656997329803,0.9999999646577145,2594.1717458433204,pade8,Pade-8,II,19.05,20
585.199011389315,-5.14480271483259e-05,0.12862006787081473,0.0002658547744406036,0.9999999646606194,2604.449011389315,pade8,Pade-8,II,19.1,20
592.9762768903545,-5.144802804349421e-05,0.12862007010873552,0.00026586080520178977,0.9999999646590154,2614.7262768903543,pade8,Pade-8,II,19.15,20
600.75354248042,-5.1448027313392216e-05,0.12862006828348052,0.00026587174418006543,0.9999999646561074,2625.00354248042,pade8,Pade-8,II,19.2,20
608.5308079938934,-5.144802737125831e-05,0.12862006842814577,0.00026587130119587465,0.999999964656225,2635.2808079938936,pade8,Pade-8,II,19.25,20
616.3080735588219,-5.144802801842164e-05,0.1286200700460541,0.00026586241964732265,0.9999999646585863,2645.558073558822,pade8,Pade-8,II,19.3,20
624.085339105188,-5.14480284259467e-05,0.12862007106486675,0.00026586250891717827,0.9999999646585624,2655.835339105188,pade8,Pade-8,II,19.35,20
631.8626046660945,-5.144802777704115e-05,0.12862006944260287,0.0002658648119609673,0.9999999646579504,2666.1126046660943,pade8,Pade-8,II,19.4,20
639.6398701653752,-5.1448026669405954e-05,0.1286200666735149,0.0002658636233123634,0.9999999646582663,2676.389870165375,pade8,Pade-8,II,19.45,20
647.4171357416647,-5.144802805500678e-05,0.12862007013751695,0.00026586942986975065,0.9999999646567227,2686.667135741665,pade8,Pade-8,II,19.5,20
655.194401275085,-5.144802728701756e-05,0.1286200682175439,0.000265869286616218,0.9999999646567609,2696.944401275085,pade8,Pade-8,II,19.55,20
662.9716668600133,-5.144802751895269e-05,0.12862006879738172,0.0002658645576907701,0.9999999646580177,2707.221666860013,pade8,Pade-8,II,19.6,20
670.748932369557,-5.144802716770475e-05,0.12862006791926187,0.00026586660530702013,0.9999999646574738,2717.4989323695568,pade8,Pade-8,II,19.65,20
678.5261978821268,-5.144802774397481e-05,0.128620069359937,0.00026585767537937134,0.9999999646598479,2727.776197882127,pade8,Pade-8,II,19.7,20
686.3034634261771,-5.1448027379458455e-05,0.12862006844864612,0.0002658646577528314,0.9999999646579911,2738.053463426177,pade8,Pade-8,II,19.75,20
694.0807289796244,-5.144802729005377e-05,0.12862006822513442,0.000265869206841864,0.9999999646567819,2748.3307289796244,pade8,Pade-8,II,19.8,20
701.8579945592119,-5.144802703251471e-05,0.12862006758128677,0.00026585528540036123,0.9999999646604829,2758.607994559212,pade8,Pade-8,II,19.85,20
709.6352600903333,-5.1448027782186836e-05,0.12862006945546708,0.0002658667617083787,0.9999999646574318,2768.885260090333,pade8,Pade-8,II,19.9,20
