case,sign,cell,time,rank,rho_F,max_ahead_HP_over_h2,fit_center_rel_cells,fit_A_over_h2,fit_relL2,fit_corr,candidate_peak_cell,candidate_peak_amp,edge_HP_over_h2
h002_mid_k20,1,46,0.92,5,1.130946548553021,0.11239304916551221,174.49189022785026,0.008674101694651383,0.9974165465884246,0.07183475893758628,173,0.02864976428482696,0.03218285913795449
h002_mid_k20,1,48,0.96,1,1.130946548553021,0.10370870620287231,170.54526241367762,0.05381699458950181,0.9209511505631806,0.3896780443858158,174,0.016328060771808043,0.05361716059451738
h002_mid_k20,1,48,0.96,2,1.130946548553021,0.10370870620287231,170.54525657792317,0.0538170162571556,0.921512331495663,0.3883490992669184,171,0.08234781174154504,0.05361716059451738
h002_mid_k20,1,48,0.96,3,1.130946548553021,0.10370870620287231,170.49997996345564,0.05380567325948741,0.9215623252655116,0.3882304478672729,166,0.026105052763541036,0.05361716059451738
h002_mid_k20,1,48,0.96,4,1.130946548553021,0.10370870620287231,156.15401115947657,0.052639478765710936,0.9243947363206605,0.3814372444618596,153,0.014518222190139677,0.05361716059451738
h002_mid_k20,1,48,0.96,5,1.130946548553021,0.10370870620287231,156.154013120086,0.05263949459114516,0.9252750464859408,0.3792968340896616,157,0.10370870620287231,0.05361716059451738
h002_mid_k20,1,50,1.0,1,1.130946548553021,0.11511032349793084,171.14478527039228,0.06689792833036354,0.896056516781751,0.4439399945183533,171,0.10637010632427464,0.036046876203328505
h002_mid_k20,1,50,1.0,2,1.130946548553021,0.11511032349793084,157.19939586900614,0.05886525313015881,0.9207148076456382,0.39023613746301805,161,0.04490004065569012,0.036046876203328505
h002_mid_k20,1,50,1.0,3,1.130946548553021,0.11511032349793084,157.19939062563662,0.05886526468618277,0.9207835524276414,0.3900739027142585,157,0.11511032349793084,0.036046876203328505
h002_mid_k20,1,50,1.0,4,1.130946548553021,0.11511032349793084,151.79984151181077,0.03349282019013643,0.9749800094289635,0.2222925577114499,153,0.06740158338737219,0.036046876203328505
h002_mid_k20,1,50,1.0,5,1.130946548553021,0.11511032349793084,165.53670338570612,0.017410194692952796,0.9933051421137282,0.11552010496197741,167,0.04013250445402774,0.036046876203328505
h002_mid_k20,1,52,1.04,1,1.130946548553021,0.10649387760223897,152.88190838045466,0.05698805960432742,0.9041735024904429,0.4271653981705039,149,0.024680595536575655,0.017692760136899754
h002_mid_k20,1,52,1.04,2,1.130946548553021,0.10649387760223897,152.88190908376112,0.05698822636343752,0.9250276921720948,0.3798996824357297,153,0.10649387760223897,0.017692760136899754
h002_mid_k20,1,52,1.04,3,1.130946548553021,0.10649387760223897,171.69094393768285,0.04746721393216449,0.9473647203143024,0.3201563472802058,171,0.08301498684686126,0.017692760136899754
h002_mid_k20,1,52,1.04,4,1.130946548553021,0.10649387760223897,165.8720857090525,0.04714942078087681,0.949146146029566,0.31483581987636283,167,0.07704184075699154,0.017692760136899754
h002_mid_k20,1,52,1.04,5,1.130946548553021,0.10649387760223897,158.26222799376876,0.04070983810516207,0.9624510966393472,0.271455128110923,157,0.08331624962909571,0.017692760136899754
h002_mid_k20,1,54,1.08,1,1.130946548553021,0.10908501043816561,153.94680953951922,0.05822736497178328,0.9106418152496162,0.4131966654256588,157,0.022779226393197516,0.05468512350465424
h002_mid_k20,1,54,1.08,2,1.130946548553021,0.10908501043816561,153.94681165101656,0.05822735999256528,0.9106468390995195,0.4131855932121229,154,0.10908501043816561,0.05468512350465424
h002_mid_k20,1,54,1.08,3,1.130946548553021,0.10908501043816561,166.62122738862615,0.054461105764201344,0.9138517611434928,0.406047975804506,170,0.026328901799744023,0.05468512350465424
h002_mid_k20,1,54,1.08,4,1.130946548553021,0.10908501043816561,166.62122157292208,0.054461183794008085,0.9221071236077124,0.3869346877599773,167,0.09208564971452564,0.05468512350465424
