label,alpha,alpha_c,cell,time,unstable_subspace_norm,hp_edge,hp_ahead_max,hp_ahead_energy
h002_k20_rank3_full,1.0,0.11578513676636337,129,2.58,8.155179613503216e-12,0.0019214301553761852,0.0023302490686554224,2.7454496308531024e-05
h002_k20_rank3_full,1.0,0.11578513676636337,130,2.6,2.9403476779073613e-12,0.0018490029208589785,0.0023218413082684106,2.7706972267451345e-05
h002_k20_rank3_full,1.0,0.11578513676636337,131,2.62,4.332596751052714e-11,0.002312554585041984,0.002312554585041984,2.7912762920406337e-05
h002_k20_rank3_full,1.0,0.11578513676636337,132,2.64,6.188446519591064e-12,0.002413292786212575,0.0023023671084553823,2.7927088559213215e-05
h002_k20_rank3_full,1.0,0.11578513676636337,133,2.66,1.0767592691413576e-11,0.002717060910196069,0.002291323329083982,2.8082188057936665e-05
h002_k20_rank3_full,1.0,0.11578513676636337,134,2.68,1.4250726656030517e-11,0.003312161775978002,0.002279407722830176,2.847927756980974e-05
h002_k20_rank3_full,1.0,0.11578513676636337,135,2.7,1.1149497134512879e-11,0.0022666772901206067,0.0022666772901206067,2.8529714756769404e-05
h002_k20_rank3_full,1.0,0.11578513676636337,136,2.72,2.4903435785338778e-11,0.0034160913304890493,0.0022739350336724875,2.8662290822302073e-05
h002_k20_rank3_full,1.0,0.11578513676636337,137,2.74,1.7756794624021053e-11,0.0030972072476301887,0.002282502214808793,2.892497758139255e-05
h002_k20_rank3_full,1.0,0.11578513676636337,138,2.7600000000000002,2.484789294892447e-11,0.0022901954211740645,0.0022901954211740645,2.9000330167222393e-05
h002_k20_rank3_full,1.0,0.11578513676636337,139,2.7800000000000002,2.3956481910938202e-11,0.0027798110375816983,0.0022970052827427814,2.916459716966234e-05
h002_k20_rank3_full,1.0,0.11578513676636337,140,2.8000000000000003,5.032802650144153e-11,0.0023029317175689928,0.0023029317175689928,2.943130967535677e-05
h002_k20_rank3_full,1.0,0.11578513676636337,141,2.82,1.1111345805252095e-11,0.002622234080588796,0.0023079515925951565,2.953045389991578e-05
h002_k20_rank3_full,1.0,0.11578513676636337,142,2.84,3.0950678650828396e-12,0.0034420392463642728,0.0023121095134892113,2.9530657007732944e-05
h002_k20_rank3_full,1.0,0.11578513676636337,143,2.86,2.1314384301386332e-11,0.002315351715923598,0.002315351715923598,2.9949380516958604e-05
h002_k20_rank3_full,1.0,0.11578513676636337,144,2.88,2.2823611011372117e-11,0.0031408505630199117,0.0023176991136847364,3.0242842119494224e-05
h002_k20_rank3_full,1.0,0.11578513676636337,145,2.9,6.09463929559122e-12,0.004177052169642069,0.00231913996488639,3.0261378508918775e-05
h002_k20_rank3_full,1.0,0.11578513676636337,146,2.92,7.642796131704953e-12,0.0023197000917200943,0.0023197000917200943,3.058868181361363e-05
h002_k20_rank3_full,1.0,0.11578513676636337,147,2.94,7.1082865018785286e-12,0.002980719865248062,0.0023193709005679616,3.091091028309489e-05
h002_k20_rank3_full,1.0,0.11578513676636337,148,2.96,1.0317038327340409e-11,0.0023181446217179318,0.0023181446217179318,3.097627534650657e-05
h002_k20_rank3_full,1.0,0.11578513676636337,149,2.98,1.1383854642776693e-11,0.0023212609311596176,0.002316027100312106,3.125055574249803e-05
h002_k20_rank3_full,1.0,0.11578513676636337,150,3.0,8.747301409230625e-12,0.003715575725548159,0.002313040436537817,3.139337027643033e-05
h002_k20_rank3_full,1.0,0.11578513676636337,151,3.02,1.2515008059776947e-11,0.002943098412263966,0.002309196888769672,3.126888416668971e-05
h002_k20_rank3_full,1.0,0.11578513676636337,152,3.04,1.0135073847488505e-11,0.003501062365079645,0.0023044753314032,3.132387278023835e-05
h002_k20_rank3_full,1.0,0.11578513676636337,153,3.06,2.457341717165959e-11,0.003684700060799175,0.0022989021741594154,3.1922265217344855e-05
h002_k20_rank3_full,1.0,0.11578513676636337,154,3.08,2.94485708190345e-11,0.0034609008500256456,0.002292482889250542,3.1977221160775595e-05
